Zeitstempel,Strombilanz Schweiz,Strombudget Schweiz,Stromverbrauch Schweiz
2011-09-22 20:00:00+00:00,141800.19574999972,2230176.8914375,2088376.6956875
2011-09-23 00:00:00+00:00,237239.2376875002,2071072.2173125,1833832.979625
2011-09-23 04:00:00+00:00,106150.16475,2692597.0593125,2586446.8945625
2011-09-23 08:00:00+00:00,106506.45481250063,2889719.0677500004,2783212.6129375
2011-09-23 12:00:00+00:00,103523.45587499952,2685637.5306249997,2582114.07475
2011-09-23 16:00:00+00:00,107608.80324999988,2795064.6131875,2687455.8099375
2011-09-23 20:00:00+00:00,122197.1013124995,2295612.3840624997,2173415.2827500002
2011-09-24 00:00:00+00:00,188580.61568750022,2107878.406125,1919297.7904375
2011-09-24 04:00:00+00:00,114590.38499999978,2301980.001375,2187389.616375
2011-09-24 08:00:00+00:00,90545.45831250027,2579324.2690625004,2488778.81075
2011-09-24 12:00:00+00:00,112328.5868750005,2436905.8209375003,2324577.2340625
2011-09-24 16:00:00+00:00,94483.04450000031,2499103.3968125,2404620.3523124997
2011-09-24 20:00:00+00:00,141985.97312500048,2245876.4858125,2103890.5126874996
2011-09-25 00:00:00+00:00,197230.38081250037,2004429.7093750003,1807199.3285625
2011-09-25 04:00:00+00:00,151988.36587500013,2054787.0024375,1902798.6365625
2011-09-25 08:00:00+00:00,114467.26799999969,2281726.0042499998,2167258.73625
2011-09-25 12:00:00+00:00,168109.50956250005,2178946.8695625,2010837.36
2011-09-25 16:00:00+00:00,98994.63018750027,2446691.3300625,2347696.699875
2011-09-25 20:00:00+00:00,122045.35662499978,2149041.5909375,2026996.2343125
2011-09-26 00:00:00+00:00,218770.7564999999,2071074.617375,1852303.860875
2011-09-26 04:00:00+00:00,103809.9030624996,2713712.376625,2609902.4735625004
2011-09-26 08:00:00+00:00,107048.81262499979,2908469.8913125,2801421.0786875
2011-09-26 12:00:00+00:00,101441.10237499978,2661649.89425,2560208.791875
2011-09-26 16:00:00+00:00,109847.81424999982,2840279.3201874997,2730431.5059375
2011-09-26 20:00:00+00:00,117020.67143749958,2258160.7930624997,2141140.121625
2011-09-27 00:00:00+00:00,185353.22581249964,2088120.0416875,1902766.8158750003
2011-09-27 04:00:00+00:00,111486.28462500032,2833252.8731875,2721766.5885624997
2011-09-27 08:00:00+00:00,114271.90706250025,3019332.33625,2905060.4291875
2011-09-27 12:00:00+00:00,109916.04568749992,2804667.5925625004,2694751.5468750005
2011-09-27 16:00:00+00:00,112613.70787500031,2884693.318875,2772079.6109999996
2011-09-27 20:00:00+00:00,126208.98874999955,2279971.683375,2153762.6946250005
2011-09-28 00:00:00+00:00,210211.5696874999,2090857.8203125,1880646.250625
2011-09-28 04:00:00+00:00,116030.26468750043,2768165.5897500003,2652135.3250625
2011-09-28 08:00:00+00:00,110073.92012499971,2972802.937625,2862729.0175
2011-09-28 12:00:00+00:00,111429.3629999999,2773294.638125,2661865.275125
2011-09-28 16:00:00+00:00,125130.38150000013,2893253.7709375,2768123.3894375
2011-09-28 20:00:00+00:00,168761.85762500018,2270347.4249374997,2101585.5673124995
2011-09-29 00:00:00+00:00,215881.0543749996,2094914.1955625,1879033.1411875004
2011-09-29 04:00:00+00:00,116563.0588750001,2761220.763875,2644657.705
2011-09-29 08:00:00+00:00,104439.82756249933,2849808.9235624997,2745369.0960000004
2011-09-29 12:00:00+00:00,105901.37499999953,2647453.9754374996,2541552.6004375
2011-09-29 16:00:00+00:00,119041.17099999962,2902093.186,2783052.0150000006
2011-09-29 20:00:00+00:00,146960.6046250004,2192424.0049375,2045463.4003124998
2011-09-30 00:00:00+00:00,202905.3345000001,2018270.475125,1815365.140625
2011-09-30 04:00:00+00:00,110382.13093749946,2698665.9963125,2588283.8653750005
2011-09-30 08:00:00+00:00,108555.28231250029,2831132.6794375004,2722577.397125
2011-09-30 12:00:00+00:00,99658.2373124999,2515309.5609999998,2415651.3236875
2011-09-30 16:00:00+00:00,112208.6028749994,2869602.4625625,2757393.8596875006
2011-09-30 20:00:00+00:00,127127.92900000047,2436258.6274375003,2309130.6984375
2011-10-01 00:00:00+00:00,192664.0474375002,2324089.2997500002,2131425.2523125
2011-10-01 04:00:00+00:00,126530.11056249961,2534893.8849374996,2408363.774375
2011-10-01 08:00:00+00:00,119856.24231250025,2771469.55875,2651613.3164374996
2011-10-01 12:00:00+00:00,122579.28956250008,2703758.5415625,2581179.252
2011-10-01 16:00:00+00:00,120128.6243125,2805941.7581875,2685813.133875
2011-10-01 20:00:00+00:00,148308.47018750012,2472543.5841875,2324235.114
2011-10-02 00:00:00+00:00,205221.8425625004,2264738.7060000002,2059516.8634374999
2011-10-02 04:00:00+00:00,178852.63393749995,2290324.65625,2111472.0223125
2011-10-02 08:00:00+00:00,146598.6104375003,2475246.33925,2328647.7288125
2011-10-02 12:00:00+00:00,204695.18481250014,2475539.8720624996,2270844.6872499995
2011-10-02 16:00:00+00:00,130163.98443750013,2682011.5083125,2551847.523875
2011-10-02 20:00:00+00:00,183121.12831249973,2453760.47925,2270639.3509375
2011-10-03 00:00:00+00:00,217231.98512499966,2362089.0323125,2144857.0471875
2011-10-03 04:00:00+00:00,130316.18362500053,2645335.6541250004,2515019.4705
2011-10-03 08:00:00+00:00,126587.52756249998,2946787.3932499997,2820199.8656874998
2011-10-03 12:00:00+00:00,132126.80793750007,2922047.8543125,2789921.046375
2011-10-03 16:00:00+00:00,123587.8265625001,2864489.3655625,2740901.539
2011-10-03 20:00:00+00:00,181962.7554375003,2537381.1931875,2355418.4377499996
2011-10-04 00:00:00+00:00,254993.43343749968,2388504.0218749996,2133510.5884375
2011-10-04 04:00:00+00:00,134491.8827500008,2914747.3080625003,2780255.4253124995
2011-10-04 08:00:00+00:00,121444.42987500038,2990011.3455625,2868566.9156874996
2011-10-04 12:00:00+00:00,133024.18093749974,2882499.3759375,2749475.1950000003
2011-10-04 16:00:00+00:00,130145.52750000078,2923598.683,2793453.1554999994
2011-10-04 20:00:00+00:00,175223.34925000044,2596606.6239375,2421383.2746874997
2011-10-05 00:00:00+00:00,241773.13575000037,2408177.5121875,2166404.3764374997
2011-10-05 04:00:00+00:00,125442.19650000008,2928056.731875,2802614.535375
2011-10-05 08:00:00+00:00,112391.47356249997,3057648.83775,2945257.3641875
2011-10-05 12:00:00+00:00,107443.14693749975,2839628.0646875,2732184.91775
2011-10-05 16:00:00+00:00,124507.50737500004,2933664.2465625,2809156.7391875
2011-10-05 20:00:00+00:00,163935.16406250047,2674536.399625,2510601.2355624996
2011-10-06 00:00:00+00:00,234135.96731249988,2552061.7226875,2317925.755375
2011-10-06 04:00:00+00:00,139468.0071874992,2937733.7267499994,2798265.7195625002
2011-10-06 08:00:00+00:00,125796.20887500001,3116557.5128125,2990761.3039375
2011-10-06 12:00:00+00:00,118413.95106249955,2971785.9295624997,2853371.9785
2011-10-06 16:00:00+00:00,122765.3300625002,2960628.991625,2837863.6615624996
2011-10-06 20:00:00+00:00,148306.2629999998,2608343.8843125,2460037.6213125
2011-10-07 00:00:00+00:00,249635.91750000045,2480552.3145625005,2230916.3970625
2011-10-07 04:00:00+00:00,140247.03206250025,3019397.05625,2879150.0241874997
2011-10-07 08:00:00+00:00,123626.07718749996,3106053.6713125,2982427.594125
2011-10-07 12:00:00+00:00,111902.47175000003,2932224.4875625,2820322.0158125
2011-10-07 16:00:00+00:00,114341.1884374991,2934330.2284999993,2819989.0400625
2011-10-07 20:00:00+00:00,126499.83312499942,2579262.8519375,2452763.0188125004
2011-10-08 00:00:00+00:00,232186.796875,2401552.3100624997,2169365.5131874997
2011-10-08 04:00:00+00:00,113335.23999999929,2443644.0586874997,2330308.8186875004
2011-10-08 08:00:00+00:00,107517.46818749979,2655478.276625,2547960.8084375
2011-10-08 12:00:00+00:00,123939.32756250072,2679997.9161250005,2556058.5885624997
2011-10-08 16:00:00+00:00,105317.72475000005,2743676.8951875,2638359.1704375
2011-10-08 20:00:00+00:00,144281.07287500054,2527801.6739375005,2383520.6010625
2011-10-09 00:00:00+00:00,228403.23387499992,2367983.9516875,2139580.7178125
2011-10-09 04:00:00+00:00,153091.50843750034,2273387.0175,2120295.5090624997
2011-10-09 08:00:00+00:00,106458.35181250004,2458500.3866250003,2352042.0348125002
2011-10-09 12:00:00+00:00,202347.42531250045,2410881.8241875004,2208534.398875
2011-10-09 16:00:00+00:00,98030.02881250065,2636623.8341875,2538593.8053749995
2011-10-09 20:00:00+00:00,149936.98325000005,2458131.603375,2308194.620125
2011-10-10 00:00:00+00:00,263633.1997499999,2243649.9909375,1980016.7911874999
2011-10-10 04:00:00+00:00,129519.49524999969,2953135.31025,2823615.8150000004
2011-10-10 08:00:00+00:00,132357.1953125,3144051.3245625,3011694.12925
2011-10-10 12:00:00+00:00,188805.90643750038,3015838.53825,2827032.6318125
2011-10-10 16:00:00+00:00,139235.47943750024,3028928.131,2889692.6515625
2011-10-10 20:00:00+00:00,186251.28343750024,2830590.8605625005,2644339.5771250003
2011-10-11 00:00:00+00:00,248819.9908125,2643154.03725,2394334.0464375
2011-10-11 04:00:00+00:00,144669.7243125001,3012229.55425,2867559.8299375
2011-10-11 08:00:00+00:00,119762.49056250043,3098553.1469375,2978790.656375
2011-10-11 12:00:00+00:00,121895.38562500011,2964169.3255625004,2842273.9399375003
2011-10-11 16:00:00+00:00,120130.83631249983,3010530.2069375003,2890399.3706250004
2011-10-11 20:00:00+00:00,151523.21606250014,2663154.0900625,2511630.874
2011-10-12 00:00:00+00:00,190163.10474999994,2490569.558625,2300406.453875
2011-10-12 04:00:00+00:00,113688.47106250003,3011530.1175625,2897841.6465
2011-10-12 08:00:00+00:00,115394.18243750045,3195860.8286250005,3080466.6461875
2011-10-12 12:00:00+00:00,109691.3714375007,2920041.6355000003,2810350.2640624996
2011-10-12 16:00:00+00:00,118909.47649999987,3166735.36025,3047825.88375
2011-10-12 20:00:00+00:00,136712.57737500034,2597448.8865625,2460736.3091875
2011-10-13 00:00:00+00:00,203994.8782499996,2484096.4387499997,2280101.5605
2011-10-13 04:00:00+00:00,123388.75056250067,3065757.5507500004,2942368.8001874997
2011-10-13 08:00:00+00:00,116052.01200000057,3150115.9310000003,3034063.9189999998
2011-10-13 12:00:00+00:00,109078.92012499971,2986263.221875,2877184.30175
2011-10-13 16:00:00+00:00,109686.7105624997,3134223.74425,3024537.0336875003
2011-10-13 20:00:00+00:00,153800.54018749995,2738196.8359375,2584396.29575
2011-10-14 00:00:00+00:00,209319.2141874996,2583778.7213749997,2374459.5071875
2011-10-14 04:00:00+00:00,113020.27768749977,3129523.4681249997,3016503.1904375
2011-10-14 08:00:00+00:00,117396.6282499996,3185128.2814375,3067731.6531875003
2011-10-14 12:00:00+00:00,114703.10912499996,3004687.8149375,2889984.7058125
2011-10-14 16:00:00+00:00,107518.86012499966,3131104.640125,3023585.7800000003
2011-10-14 20:00:00+00:00,155211.85756250005,2784309.3786875,2629097.521125
2011-10-15 00:00:00+00:00,218930.98387500038,2595424.072375,2376493.0884999996
2011-10-15 04:00:00+00:00,126127.06787499972,2661910.24575,2535783.177875
2011-10-15 08:00:00+00:00,112053.76931250002,2845264.6723125,2733210.903
2011-10-15 12:00:00+00:00,154206.28824999975,2715446.456,2561240.16775
2011-10-15 16:00:00+00:00,97022.0498124999,2755081.5848125,2658059.535
2011-10-15 20:00:00+00:00,115634.03231250029,2563204.9070625,2447570.8747499995
2011-10-16 00:00:00+00:00,182713.8359375,2287667.0800625,2104953.244125
2011-10-16 04:00:00+00:00,134030.06306249928,2304264.7258124994,2170234.66275
2011-10-16 08:00:00+00:00,126168.66268750001,2587336.1516875,2461167.489
2011-10-16 12:00:00+00:00,161244.0075624995,2383696.1185,2222452.1109375004
2011-10-16 16:00:00+00:00,100216.00999999978,2656045.578125,2555829.568125
2011-10-16 20:00:00+00:00,106982.27762499964,2427674.281,2320692.0033750003
2011-10-17 00:00:00+00:00,192538.29350000015,2363049.4513125,2170511.1578125
2011-10-17 04:00:00+00:00,113920.95418750076,3030237.1498125005,2916316.1956249997
2011-10-17 08:00:00+00:00,118534.15031250007,3056886.240875,2938352.0905625
2011-10-17 12:00:00+00:00,112683.74243749958,2906771.984,2794088.2415625006
2011-10-17 16:00:00+00:00,111497.42768749967,3016082.924625,2904585.4969375003
2011-10-17 20:00:00+00:00,118361.21968750004,2639092.5154375,2520731.29575
2011-10-18 00:00:00+00:00,180422.57268750016,2552858.6015,2372436.0288124997
2011-10-18 04:00:00+00:00,128038.53143750038,3031481.6044375002,2903443.073
2011-10-18 08:00:00+00:00,132759.84343749983,3081121.4966249997,2948361.6531875
2011-10-18 12:00:00+00:00,123088.03131250059,2934752.1275625,2811664.0962499995
2011-10-18 16:00:00+00:00,112469.43187499978,2945604.054875,2833134.623
2011-10-18 20:00:00+00:00,140225.56125000026,2650695.3245,2510469.76325
2011-10-19 00:00:00+00:00,190419.2584374994,2432265.4418749996,2241846.1834375
2011-10-19 04:00:00+00:00,128638.77093750006,2988067.7730625,2859429.002125
2011-10-19 08:00:00+00:00,127287.34381249966,3230152.076875,3102864.7330625
2011-10-19 12:00:00+00:00,130892.72768749995,3132398.924625,3001506.1969375
2011-10-19 16:00:00+00:00,129750.17681250023,3160905.7900625,3031155.61325
2011-10-19 20:00:00+00:00,137448.59906250052,2698165.144875,2560716.5458124997
2011-10-20 00:00:00+00:00,165262.2964375005,2551706.5555000002,2386444.2590624997
2011-10-20 04:00:00+00:00,122736.15843750024,3118342.0826875004,2995605.92425
2011-10-20 08:00:00+00:00,123175.16637500003,3152792.7055,3029617.539125
2011-10-20 12:00:00+00:00,120656.4548124997,2980865.1488125,2860208.694
2011-10-20 16:00:00+00:00,125710.91293750005,3178186.8128125,3052475.899875
2011-10-20 20:00:00+00:00,125699.64199999999,2836404.7418125,2710705.0998125
2011-10-21 00:00:00+00:00,162728.65074999956,2649337.7091249996,2486609.058375
2011-10-21 04:00:00+00:00,118833.04118750058,3134833.1563750003,3016000.1151874997
2011-10-21 08:00:00+00:00,126638.82024999941,3273465.198875,3146826.3786250004
2011-10-21 12:00:00+00:00,125337.99037500005,2951101.273,2825763.282625
2011-10-21 16:00:00+00:00,112438.59706249926,3169472.0103749996,3057033.4133125003
2011-10-21 20:00:00+00:00,110859.37837500032,2888800.615875,2777941.2375
2011-10-22 00:00:00+00:00,127737.73193750065,2597052.2418750003,2469314.5099374996
2011-10-22 04:00:00+00:00,131057.50443750061,2779121.7736875005,2648064.26925
2011-10-22 08:00:00+00:00,110901.20343750017,2929997.4564375,2819096.253
2011-10-22 12:00:00+00:00,114931.39743749984,2777745.2545,2662813.8570625
2011-10-22 16:00:00+00:00,106876.10831250064,2868033.8733125003,2761157.7649999997
2011-10-22 20:00:00+00:00,113467.46287499974,2724042.313375,2610574.8505
2011-10-23 00:00:00+00:00,186714.60725000035,2617142.68925,2430428.0819999995
2011-10-23 04:00:00+00:00,189720.64806249924,2583679.04125,2393958.3931875005
2011-10-23 08:00:00+00:00,119114.89518749947,2648127.557625,2529012.6624375004
2011-10-23 12:00:00+00:00,191053.73918749997,2591155.584625,2400101.8454375
2011-10-23 16:00:00+00:00,107312.92856250005,2764027.784875,2656714.8563125
2011-10-23 20:00:00+00:00,116755.6471874998,2618091.8858749997,2501336.2386875
2011-10-24 00:00:00+00:00,205089.54987500003,2568310.8920625,2363221.3421875
2011-10-24 04:00:00+00:00,126337.5566250002,3056496.5782500003,2930159.021625
2011-10-24 08:00:00+00:00,129434.89393749973,3070797.9497499997,2941363.0558125
2011-10-24 12:00:00+00:00,128495.89918750059,2934054.863125,2805558.9639374996
2011-10-24 16:00:00+00:00,117978.95906249993,3072873.671625,2954894.7125625
2011-10-24 20:00:00+00:00,117209.83825000003,2771324.695875,2654114.857625
2011-10-25 00:00:00+00:00,139441.67137499992,2566485.74975,2427044.078375
2011-10-25 04:00:00+00:00,121035.21637499984,3073348.3477499997,2952313.131375
2011-10-25 08:00:00+00:00,130982.52600000007,3200125.29825,3069142.77225
2011-10-25 12:00:00+00:00,117612.08162500011,2963874.4965000004,2846262.4148750002
2011-10-25 16:00:00+00:00,124750.59893750027,3216712.03675,3091961.4378124997
2011-10-25 20:00:00+00:00,119831.43625000026,2862268.1826250004,2742436.746375
2011-10-26 00:00:00+00:00,175410.28275000025,2558550.7196875,2383140.4369375
2011-10-26 04:00:00+00:00,124561.00306249969,3061018.2334375,2936457.2303750003
2011-10-26 08:00:00+00:00,125892.88781250035,3042693.9100625003,2916801.02225
2011-10-26 12:00:00+00:00,111961.1097500003,2789380.3273125,2677419.2175625
2011-10-26 16:00:00+00:00,111770.55156249925,3010911.9750624998,2899141.4235000005
2011-10-26 20:00:00+00:00,111107.36531249993,2713429.650625,2602322.2853125
2011-10-27 00:00:00+00:00,145719.63899999997,2487906.0076875,2342186.3686875002
2011-10-27 04:00:00+00:00,115649.02337500034,2911690.68225,2796041.6588749997
2011-10-27 08:00:00+00:00,120971.2256249995,2977128.8511249996,2856157.6255
2011-10-27 12:00:00+00:00,114100.16850000015,2779812.3338125,2665712.1653124997
2011-10-27 16:00:00+00:00,113075.69881249964,3020911.3603125,2907835.6615000004
2011-10-27 20:00:00+00:00,124026.80312500056,2799717.1714375,2675690.3683124995
2011-10-28 00:00:00+00:00,178178.97018750012,2609325.655125,2431146.6849375
2011-10-28 04:00:00+00:00,121021.4320000005,3054051.1410000003,2933029.709
2011-10-28 08:00:00+00:00,121836.80599999987,3054114.0346875004,2932277.2286875006
2011-10-28 12:00:00+00:00,121441.93118749931,2828514.0375624998,2707072.1063750004
2011-10-28 16:00:00+00:00,117578.33156249952,3029734.7112499997,2912156.3796875
2011-10-28 20:00:00+00:00,143863.7383750002,2403298.792125,2259435.05375
2011-10-29 00:00:00+00:00,210293.8294375001,2045744.2138750001,1835450.3844375
2011-10-29 04:00:00+00:00,126297.87793750013,2158983.5921875,2032685.71425
2011-10-29 08:00:00+00:00,100975.59374999953,2285740.4121875,2184764.8184375004
2011-10-29 12:00:00+00:00,161393.22999999998,2186063.0174375,2024669.7874375
2011-10-29 16:00:00+00:00,92657.66637500003,2250391.2675,2157733.601125
2011-10-29 20:00:00+00:00,168705.2298124996,2191169.3228125,2022464.0930000003
2011-10-30 00:00:00+00:00,215788.3441874995,1897586.0666874996,1681797.7225000001
2011-10-30 04:00:00+00:00,196922.5034375002,1917709.694125,1720787.1906874997
2011-10-30 08:00:00+00:00,109450.43043749989,2091459.2614375,1982008.831
2011-10-30 12:00:00+00:00,184878.47068749997,2084734.1099375,1899855.63925
2011-10-30 16:00:00+00:00,112472.75631250022,2246763.4389375,2134290.682625
2011-10-30 20:00:00+00:00,124071.11368750012,2139830.7451875,2015759.6315
2011-10-31 00:00:00+00:00,217639.44224999985,2025588.4803125,1807949.0380625
2011-10-31 04:00:00+00:00,131415.59781249939,2222541.3518749997,2091125.7540625003
2011-10-31 08:00:00+00:00,105403.1201249999,2432013.974625,2326610.8545
2011-10-31 12:00:00+00:00,106707.92787499959,2348514.1754375002,2241806.2475625006
2011-10-31 16:00:00+00:00,101560.0868750005,2530287.3074375,2428727.2205624995
2011-10-31 20:00:00+00:00,180271.0783749998,2223344.381875,2043073.3035000002
2011-11-01 00:00:00+00:00,179782.48131249985,2027644.5933125,1847862.1120000002
2011-11-01 04:00:00+00:00,166905.18156249984,2097981.7191875,1931076.537625
2011-11-01 08:00:00+00:00,111485.7516874997,2297144.532125,2185658.7804375
2011-11-01 12:00:00+00:00,113434.26181249972,2166101.1439374997,2052666.882125
2011-11-01 16:00:00+00:00,95621.37956249993,2361929.6094375,2266308.229875
2011-11-01 20:00:00+00:00,103438.92887499975,2151605.2728124997,2048166.3439375
2011-11-02 00:00:00+00:00,171775.28468749998,1898760.677625,1726985.3929375
2011-11-02 04:00:00+00:00,125124.23412499996,2461788.748125,2336664.514
2011-11-02 08:00:00+00:00,121001.37831249926,3147009.8799374998,3026008.5016250005
2011-11-02 12:00:00+00:00,114867.8916249997,3066929.5426875,2952061.6510625
2011-11-02 16:00:00+00:00,116370.47631250042,3319489.461875,3203118.9855624996
2011-11-02 20:00:00+00:00,106240.17506249994,2765839.866375,2659599.6913125003
2011-11-03 00:00:00+00:00,164890.9393749996,2467359.3795625,2302468.4401875003
2011-11-03 04:00:00+00:00,116870.06968749966,2866098.2661875,2749228.1965000005
2011-11-03 08:00:00+00:00,125944.86868749978,3166205.9042499997,3040261.0355625
2011-11-03 12:00:00+00:00,116936.99806250026,3036960.9740625,2920023.976
2011-11-03 16:00:00+00:00,119874.17012500018,3148503.285875,3028629.11575
2011-11-03 20:00:00+00:00,105474.29787500016,2761577.11675,2656102.818875
2011-11-04 00:00:00+00:00,148472.8980624997,2483488.3286874997,2335015.430625
2011-11-04 04:00:00+00:00,117671.43437500019,2809945.1538125,2692273.7194375
2011-11-04 08:00:00+00:00,126803.87512500025,3186963.8649375,3060159.9898125
2011-11-04 12:00:00+00:00,121361.87081249943,3052263.448375,2930901.5775625007
2011-11-04 16:00:00+00:00,119820.71200000076,3082700.4310000003,2962879.7189999996
2011-11-04 20:00:00+00:00,118618.4421249996,2735768.297125,2617149.8550000004
2011-11-05 00:00:00+00:00,262582.7995625003,2524644.5005,2262061.7009374998
2011-11-05 04:00:00+00:00,246990.498625,2563022.840625,2316032.342
2011-11-05 08:00:00+00:00,111194.75006250013,2805904.8338125004,2694710.08375
2011-11-05 12:00:00+00:00,110426.1013124995,2808975.7778749997,2698549.6765625
2011-11-05 16:00:00+00:00,108006.92612500023,3035697.86525,2927690.9391249996
2011-11-05 20:00:00+00:00,153752.9343750002,2748001.658125,2594248.72375
2011-11-06 00:00:00+00:00,282469.99656249955,2472007.2229999998,2189537.2264375
2011-11-06 04:00:00+00:00,265018.7693125005,2368422.2042500004,2103403.4349375
2011-11-06 08:00:00+00:00,244095.90406250022,2624091.54325,2379995.6391875
2011-11-06 12:00:00+00:00,269187.02468749974,2620904.1776874997,2351717.153
2011-11-06 16:00:00+00:00,118482.89406249998,2719000.3636875,2600517.469625
2011-11-06 20:00:00+00:00,169895.14593750006,2592971.6563750003,2423076.5104375
2011-11-07 00:00:00+00:00,274359.3695624997,2347656.7628125,2073297.3932500002
2011-11-07 04:00:00+00:00,162766.71774999984,2856422.6939375,2693655.9761875
2011-11-07 08:00:00+00:00,121400.31637499994,3224171.212375,3102770.896
2011-11-07 12:00:00+00:00,125332.22243750002,3150294.655375,3024962.4329375
2011-11-07 16:00:00+00:00,122622.49674999993,3359083.2378749996,3236460.7411249997
2011-11-07 20:00:00+00:00,140261.2848125007,2845870.703625,2705609.4188124994
2011-11-08 00:00:00+00:00,226250.76512499992,2527452.765125,2301202.0
2011-11-08 04:00:00+00:00,152280.55462499987,2934053.169625,2781772.615
2011-11-08 08:00:00+00:00,127836.97856250033,3316424.7526250007,3188587.7740625003
2011-11-08 12:00:00+00:00,118034.22649999941,3148633.3403124996,3030599.1138125
2011-11-08 16:00:00+00:00,120091.89243749995,3320758.23825,3200666.3458125
2011-11-08 20:00:00+00:00,117246.08825000003,2833261.7118125,2716015.6235625
2011-11-09 00:00:00+00:00,192423.43068750016,2596264.9188125003,2403841.488125
2011-11-09 04:00:00+00:00,119975.28806249984,2943030.18375,2823054.8956875
2011-11-09 08:00:00+00:00,122616.04993750015,3220792.7300625,3098176.680125
2011-11-09 12:00:00+00:00,119180.21168749919,3035760.7108749994,2916580.4991875
2011-11-09 16:00:00+00:00,119803.89131250046,3305954.9409375004,3186151.049625
2011-11-09 20:00:00+00:00,112648.94106250023,2842918.3060625,2730269.3649999998
2011-11-10 00:00:00+00:00,219860.22043750016,2602655.087875,2382794.8674375
2011-11-10 04:00:00+00:00,141476.70631249994,2919656.501625,2778179.7953125
2011-11-10 08:00:00+00:00,126211.2223749999,3204895.5833125003,3078684.3609375004
2011-11-10 12:00:00+00:00,128705.80175000057,3137485.66875,3008779.8669999996
2011-11-10 16:00:00+00:00,120157.74593750015,3217714.1024375,3097556.3564999998
2011-11-10 20:00:00+00:00,108710.2587500005,2896616.5438125003,2787906.2850625
2011-11-11 00:00:00+00:00,200838.99799999967,2627972.2186875,2427133.2206875
2011-11-11 04:00:00+00:00,134386.85350000067,2944678.7108125,2810291.8573124995
2011-11-11 08:00:00+00:00,123566.3850624999,3216620.4273125,3093054.04225
2011-11-11 12:00:00+00:00,119049.88875000086,3101875.8568750005,2982825.9681249997
2011-11-11 16:00:00+00:00,118460.69218750019,3102168.3059375,2983707.61375
2011-11-11 20:00:00+00:00,108948.75050000008,2868602.4026875,2759653.6521875
2011-11-12 00:00:00+00:00,181754.40024999995,2518343.49525,2336589.095
2011-11-12 04:00:00+00:00,183834.6179375006,2497656.596125,2313821.9781874996
2011-11-12 08:00:00+00:00,99492.4495000001,2654945.6651250003,2555453.215625
2011-11-12 12:00:00+00:00,99858.12162500015,2644007.3568125004,2544149.2351875002
2011-11-12 16:00:00+00:00,111198.4593750001,2952467.0208125003,2841268.5614375
2011-11-12 20:00:00+00:00,129413.12356249988,2705376.8054374997,2575963.681875
2011-11-13 00:00:00+00:00,237336.13187499996,2351800.7021875,2114464.5703125
2011-11-13 04:00:00+00:00,227175.23281249963,2268985.9414374996,2041810.708625
2011-11-13 08:00:00+00:00,213384.68237499986,2339007.8655,2125623.183125
2011-11-13 12:00:00+00:00,245714.9823749999,2269462.3625000003,2023747.3801250004
2011-11-13 16:00:00+00:00,109900.47343749925,2707021.4704374997,2597120.9970000004
2011-11-13 20:00:00+00:00,124499.22849999927,2655630.1004999997,2531130.8720000004
2011-11-14 00:00:00+00:00,262972.3118125,2453564.5161875,2190592.204375
2011-11-14 04:00:00+00:00,159685.48756249994,2922994.902,2763309.4144375
2011-11-14 08:00:00+00:00,121113.89662500005,3144323.8090624996,3023209.9124374995
2011-11-14 12:00:00+00:00,118353.02356249932,3132732.9598749997,3014379.9363125004
2011-11-14 16:00:00+00:00,123392.97281249985,3405346.4606875004,3281953.4878750006
2011-11-14 20:00:00+00:00,116182.95000000065,2894665.5230000005,2778482.573
2011-11-15 00:00:00+00:00,186117.61774999974,2614071.321,2427953.7032500003
2011-11-15 04:00:00+00:00,130024.04681250034,3055281.7284375,2925257.6816249997
2011-11-15 08:00:00+00:00,128850.6279374999,3377260.4005,3248409.7725625
2011-11-15 12:00:00+00:00,121825.80856249994,3261237.07725,3139411.2686875
2011-11-15 16:00:00+00:00,122867.04793749982,3440195.6555,3317328.6075625
2011-11-15 20:00:00+00:00,122835.88706250023,3071127.865,2948291.9779375
2011-11-16 00:00:00+00:00,162903.97562499996,2674800.6250625,2511896.6494375
2011-11-16 04:00:00+00:00,135070.24068750022,3150352.332875,3015282.0921874996
2011-11-16 08:00:00+00:00,125316.97156249965,3316962.1975,3191645.2259375
2011-11-16 12:00:00+00:00,118210.32056250004,3152864.9759375,3034654.655375
2011-11-16 16:00:00+00:00,125645.57031250047,3523584.3851875,3397938.8148749997
2011-11-16 20:00:00+00:00,127725.23837500066,3002341.0446875,2874615.8063124996
2011-11-17 00:00:00+00:00,236980.24543750053,2667039.905125,2430059.6596874995
2011-11-17 04:00:00+00:00,139010.17099999962,3103407.5548749994,2964397.383875
2011-11-17 08:00:00+00:00,123864.85512500023,3236113.4036875,3112248.5485624997
2011-11-17 12:00:00+00:00,118801.80806250079,3099104.1063750004,2980302.2983124997
2011-11-17 16:00:00+00:00,119676.2375625004,3388478.961625,3268802.7240624996
2011-11-17 20:00:00+00:00,124942.13856250048,3068692.6526875,2943750.5141249998
2011-11-18 00:00:00+00:00,152950.67318749987,2692988.454,2540037.7808125
2011-11-18 04:00:00+00:00,129911.99099999992,3160909.2342499997,3030997.24325
2011-11-18 08:00:00+00:00,127523.45150000043,3302552.7295625005,3175029.2780625
2011-11-18 12:00:00+00:00,125592.33381250035,3134794.4666250004,3009202.1328125
